image,box_index,class_id,number_candidate,word_candidate,final_text,final_type,final_score
1522.jpg,3,1,,,,,
1522.jpg,4,1,,,,,
1522.jpg,5,6,৩,,৩,number,11.90
1522.jpg,6,6,,,,,
1522.jpg,7,2,,,,,
1522.jpg,8,7,,,,,
1522.jpg,ALL,N/A,৩,,৩,summary,N/A
1518.jpg,1,79,,নাটোর,নাটোর,word,87.05
1518.jpg,2,20,,,,,
1518.jpg,3,1,১,,১,number,99.99
1518.jpg,4,1,১,,১,number,5.51
1518.jpg,5,2,২,,২,number,99.47
1518.jpg,6,9,,,,,
1518.jpg,7,5,,,,,
1518.jpg,8,4,,,,,
1518.jpg,ALL,N/A,১,নাটোর,নাটোর ১,summary,N/A
2426.jpg,1,49,,ঢাকা,ঢাকা,word,87.65
2426.jpg,2,10,,মেট্রো,মেট্রো,word,93.81
2426.jpg,3,19,,,,,
2426.jpg,4,1,,,,,
2426.jpg,5,7,৭,,৭,number,73.23
2426.jpg,6,3,৩,,৩,number,99.98
2426.jpg,7,2,২,,২,number,56.08
2426.jpg,8,3,,,,,
2426.jpg,9,3,৩,,৩,number,99.99
2426.jpg,ALL,N/A,৩,ঢাকা,ঢাকা ৩,summary,N/A
679.jpg,1,83,০,,০,number,2.60
679.jpg,2,21,,,,,
679.jpg,3,7,,,,,
679.jpg,4,8,,,,,
679.jpg,5,9,,,,,
679.jpg,6,0,,,,,
679.jpg,7,1,,,,,
679.jpg,8,2,,,,,
679.jpg,ALL,N/A,০,,০,summary,N/A
898.jpg,1,41,,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া,word,58.91
898.jpg,2,25,,,,,
898.jpg,3,1,,,,,
898.jpg,4,1,১,,১,number,99.99
898.jpg,5,1,,,,,
898.jpg,6,2,,,,,
898.jpg,7,0,,,,,
898.jpg,8,8,,,,,
898.jpg,ALL,N/A,১,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া ১,summary,N/A
389.jpg,1,44,,,,,
389.jpg,2,10,,মেট্রো,মেট্রো,word,90.54
389.jpg,3,15,৬,,৬,number,99.99
389.jpg,4,3,,,,,
389.jpg,5,4,,,,,
389.jpg,6,5,,,,,
389.jpg,7,6,,,,,
389.jpg,8,7,,,,,
389.jpg,9,8,৮,,৮,number,89.82
389.jpg,ALL,N/A,৬,মেট্রো,মেট্রো ৬,summary,N/A
2348.jpg,1,49,,,,,
2348.jpg,2,10,,,,,
2348.jpg,3,18,,,,,
2348.jpg,4,2,,,,,
2348.jpg,5,5,,,,,
2348.jpg,6,0,,,,,
2348.jpg,7,3,,,,,
2348.jpg,8,3,,,,,
2348.jpg,9,9,,,,,
2348.jpg,ALL,N/A,,,N/A,summary,N/A
368.jpg,1,44,,,,,
368.jpg,2,10,,মেট্রো,মেট্রো,word,94.16
368.jpg,3,15,৬,,৬,number,67.13
368.jpg,4,5,,,,,
368.jpg,5,6,,,,,
368.jpg,6,7,,,,,
368.jpg,7,8,৮,,৮,number,86.17
368.jpg,8,9,,,,,
368.jpg,9,0,,,,,
368.jpg,ALL,N/A,৬,মেট্রো,মেট্রো ৬,summary,N/A
1128.jpg,1,63,,,,,
1128.jpg,2,31,,,,,
1128.jpg,3,1,,,,,
1128.jpg,4,4,,,,,
1128.jpg,5,7,,,,,
1128.jpg,6,8,,,,,
1128.jpg,7,9,,,,,
1128.jpg,8,2,,,,,
1128.jpg,ALL,N/A,,,N/A,summary,N/A
1866.jpg,1,39,,,,,
1866.jpg,2,25,,,,,
1866.jpg,3,1,,,,,
1866.jpg,4,1,১,,১,number,99.99
1866.jpg,5,2,,,,,
1866.jpg,6,5,৫,,৫,number,99.45
1866.jpg,7,2,২,,২,number,96.01
1866.jpg,8,6,,,,,
1866.jpg,ALL,N/A,১,,১,summary,N/A
2048.jpg,1,49,,,,,
2048.jpg,2,10,,,,,
2048.jpg,3,18,,,,,
2048.jpg,4,1,,,,,
2048.jpg,5,7,৭,,৭,number,97.55
2048.jpg,6,4,,,,,
2048.jpg,7,1,,,,,
2048.jpg,8,1,,,,,
2048.jpg,9,9,,,,,
2048.jpg,ALL,N/A,৭,,৭,summary,N/A
1839.jpg,1,49,,ঢাকা,ঢাকা,word,86.17
1839.jpg,2,10,,মেট্রো,মেট্রো,word,91.90
1839.jpg,3,20,,,,,
1839.jpg,4,4,,,,,
1839.jpg,5,1,১,,১,number,98.33
1839.jpg,6,2,,,,,
1839.jpg,7,9,,,,,
1839.jpg,8,0,,,,,
1839.jpg,9,4,,,,,
1839.jpg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
104.jpeg,1,49,,,,,
104.jpeg,2,10,,,,,
104.jpeg,3,20,,,,,
104.jpeg,4,5,,,,,
104.jpeg,5,5,,,,,
104.jpeg,6,5,,,,,
104.jpeg,7,6,,,,,
104.jpeg,8,3,,,,,
104.jpeg,9,9,,,,,
104.jpeg,ALL,N/A,,,N/A,summary,N/A
1316.jpg,1,79,,নাটোর,নাটোর,word,72.38
1316.jpg,2,27,,,,,
1316.jpg,3,3,,,,,
1316.jpg,4,4,৪,,৪,number,20.55
1316.jpg,5,5,,,,,
1316.jpg,6,6,,,,,
1316.jpg,7,7,৭,,৭,number,95.83
1316.jpg,8,8,,,,,
1316.jpg,ALL,N/A,৪,নাটোর,নাটোর ৪,summary,N/A
2136.jpg,1,49,,,,,
2136.jpg,2,10,,,,,
2136.jpg,3,13,,,,,
2136.jpg,4,1,,,,,
2136.jpg,5,1,১,,১,number,94.46
2136.jpg,6,7,৭,,৭,number,93.44
2136.jpg,7,4,,,,,
2136.jpg,8,7,৭,,৭,number,83.83
2136.jpg,9,0,,,,,
2136.jpg,ALL,N/A,৭,,৭,summary,N/A
1991.jpg,1,49,,ঢাকা,ঢাকা,word,93.51
1991.jpg,2,10,,,,,
1991.jpg,3,31,,,,,
1991.jpg,4,2,,,,,
1991.jpg,5,0,,,,,
1991.jpg,6,3,৩,,৩,number,78.50
1991.jpg,7,8,৮,,৮,number,53.60
1991.jpg,8,5,৬,,৬,number,85.78
1991.jpg,9,7,,,,,
1991.jpg,ALL,N/A,৩,ঢাকা,ঢাকা ৩,summary,N/A
375.jpg,1,41,,,,,
375.jpg,2,31,,,,,
375.jpg,3,7,,,,,
375.jpg,4,8,৮,,৮,number,95.27
375.jpg,5,9,,,,,
375.jpg,6,0,,,,,
375.jpg,7,1,১,,১,number,92.24
375.jpg,8,2,২,,২,number,99.92
375.jpg,ALL,N/A,৮,,৮,summary,N/A
339.jpg,1,49,,,,,
339.jpg,2,10,৫,,৫,number,8.01
339.jpg,3,12,,,,,
339.jpg,4,1,,,,,
339.jpg,5,1,,,,,
339.jpg,6,1,,,,,
339.jpg,7,5,,,,,
339.jpg,8,8,,,,,
339.jpg,9,4,,,,,
339.jpg,ALL,N/A,৫,,৫,summary,N/A
172.jpeg,1,49,,,,,
172.jpeg,2,10,,মেট্রো,মেট্রো,word,85.28
172.jpeg,3,23,,,,,
172.jpeg,4,0,,,,,
172.jpeg,5,0,,,,,
172.jpeg,6,3,,,,,
172.jpeg,7,3,,,,,
172.jpeg,8,8,,,,,
172.jpeg,9,6,,,,,
172.jpeg,ALL,N/A,,মেট্রো,মেট্রো,summary,N/A
2257.jpg,1,98,,টাঙ্গাইল,টাঙ্গাইল,word,73.87
2257.jpg,2,25,,,,,
2257.jpg,3,1,,,,,
2257.jpg,4,2,,,,,
2257.jpg,5,4,৪,,৪,number,32.62
2257.jpg,6,1,১,,১,number,99.96
2257.jpg,7,2,,,,,
2257.jpg,8,4,৪,,৪,number,50.96
2257.jpg,ALL,N/A,৪,টাঙ্গাইল,টাঙ্গাইল ৪,summary,N/A
1264.jpg,1,73,,মৌলভীবাজার,মৌলভীবাজার,word,95.35
1264.jpg,2,25,,,,,
1264.jpg,3,5,,,,,
1264.jpg,4,6,,,,,
1264.jpg,5,7,,,,,
1264.jpg,6,8,৮,,৮,number,96.97
1264.jpg,7,9,,,,,
1264.jpg,8,0,,,,,
1264.jpg,ALL,N/A,৮,মৌলভীবাজার,মৌলভীবাজার ৮,summary,N/A
293.jpg,1,49,,,,,
293.jpg,2,10,,,,,
293.jpg,3,18,,,,,
293.jpg,4,2,,,,,
293.jpg,5,2,,,,,
293.jpg,6,4,,,,,
293.jpg,7,4,,,,,
293.jpg,8,4,,,,,
293.jpg,9,9,,,,,
293.jpg,ALL,N/A,,,N/A,summary,N/A
2653.jpg,1,40,,ভোলা,ভোলা,word,85.68
2653.jpg,2,25,,,,,
2653.jpg,3,1,,,,,
2653.jpg,4,1,১,,১,number,82.45
2653.jpg,5,1,,,,,
2653.jpg,6,0,,,,,
2653.jpg,7,7,,,,,
2653.jpg,8,8,৮,,৮,number,96.24
2653.jpg,ALL,N/A,১,ভোলা,ভোলা ১,summary,N/A
689.jpg,1,84,,,,,
689.jpg,2,20,,,,,
689.jpg,3,3,,,,,
689.jpg,4,4,,,,,
689.jpg,5,7,,,,,
689.jpg,6,8,৮,,৮,number,89.91
689.jpg,7,9,,,,,
689.jpg,8,0,,,,,
689.jpg,ALL,N/A,৮,,৮,summary,N/A
1768.jpg,1,44,,,,,
1768.jpg,2,10,,মেট্রো,মেট্রো,word,74.70
1768.jpg,3,20,,,,,
1768.jpg,4,1,,,,,
1768.jpg,5,5,৫,,৫,number,97.21
1768.jpg,6,5,,,,,
1768.jpg,7,7,,,,,
1768.jpg,8,5,,,,,
1768.jpg,9,8,৮,,৮,number,100.00
1768.jpg,ALL,N/A,৫,মেট্রো,মেট্রো ৫,summary,N/A
448.jpg,1,47,,,,,
448.jpg,2,12,,,,,
448.jpg,3,1,,,,,
448.jpg,4,3,৩,,৩,number,99.78
448.jpg,5,5,,,,,
448.jpg,6,7,৭,,৭,number,13.61
448.jpg,7,9,,,,,
448.jpg,8,0,,,,,
448.jpg,ALL,N/A,৩,,৩,summary,N/A
1274.jpg,1,74,,,,,
1274.jpg,2,34,,,,,
1274.jpg,3,1,,,,,
1274.jpg,4,2,,,,,
1274.jpg,5,3,,,,,
1274.jpg,6,4,,,,,
1274.jpg,7,5,,,,,
1274.jpg,8,6,,,,,
1274.jpg,ALL,N/A,,,N/A,summary,N/A
715.jpg,1,85,,,,,
715.jpg,2,19,,,,,
715.jpg,3,7,,,,,
715.jpg,4,8,,,,,
715.jpg,5,9,,,,,
715.jpg,6,0,,,,,
715.jpg,7,1,,,,,
715.jpg,8,2,,,,,
715.jpg,ALL,N/A,,,N/A,summary,N/A
961.jpg,1,98,,টাঙ্গাইল,টাঙ্গাইল,word,68.77
961.jpg,2,20,,,,,
961.jpg,3,1,১,,১,number,99.99
961.jpg,4,5,৫,,৫,number,97.33
961.jpg,5,6,,,,,
961.jpg,6,7,৭,,৭,number,37.43
961.jpg,7,7,,,,,
961.jpg,8,3,,,,,
961.jpg,ALL,N/A,১,টাঙ্গাইল,টাঙ্গাইল ১,summary,N/A
2557.jpg,1,49,,,,,
2557.jpg,2,10,,মেট্রো,মেট্রো,word,65.60
2557.jpg,3,33,,,,,
2557.jpg,4,9,,,,,
2557.jpg,5,0,,,,,
2557.jpg,6,6,,,,,
2557.jpg,7,2,,,,,
2557.jpg,8,4,,,,,
2557.jpg,9,1,১১,,১১,number,57.61
2557.jpg,ALL,N/A,১১,মেট্রো,মেট্রো ১১,summary,N/A
1786.jpg,1,44,,,,,
1786.jpg,2,10,,মেট্রো,মেট্রো,word,90.05
1786.jpg,3,18,,,,,
1786.jpg,4,1,,,,,
1786.jpg,5,3,,,,,
1786.jpg,6,9,৯,,৯,number,78.95
1786.jpg,7,3,,,,,
1786.jpg,8,3,,,,,
1786.jpg,9,2,২,,২,number,21.75
1786.jpg,ALL,N/A,৯,মেট্রো,মেট্রো ৯,summary,N/A
1679.jpg,1,64,,কিশোরগঞ্জ,কিশোরগঞ্জ,word,88.23
1679.jpg,2,25,,,,,
1679.jpg,3,1,১,,১,number,84.09
1679.jpg,4,1,১,,১,number,98.66
1679.jpg,5,1,১,,১,number,99.98
1679.jpg,6,6,৬,,৬,number,38.70
1679.jpg,7,0,,,,,
1679.jpg,8,5,৫,,৫,number,95.03
1679.jpg,ALL,N/A,১,কিশোরগঞ্জ,কিশোরগঞ্জ ১,summary,N/A
1095.jpg,1,60,,,,,
1095.jpg,2,28,,,,,
1095.jpg,3,3,,,,,
1095.jpg,4,4,,,,,
1095.jpg,5,5,,,,,
1095.jpg,6,6,,,,,
1095.jpg,7,7,,,,,
1095.jpg,8,8,৩,,৩,number,16.11
1095.jpg,ALL,N/A,৩,,৩,summary,N/A
1213.jpg,1,70,,মাগুরা,মাগুরা,word,81.02
1213.jpg,2,16,,,,,
1213.jpg,3,1,,,,,
1213.jpg,4,4,,,,,
1213.jpg,5,7,৭,,৭,number,44.29
1213.jpg,6,8,৮,,৮,number,97.23
1213.jpg,7,9,,,,,
1213.jpg,8,2,,,,,
1213.jpg,ALL,N/A,৭,মাগুরা,মাগুরা ৭,summary,N/A
693.jpg,1,84,,পঞ্চগড়,পঞ্চগড়,word,77.39
693.jpg,2,20,,,,,
693.jpg,3,2,,,,,
693.jpg,4,3,,,,,
693.jpg,5,4,,,,,
693.jpg,6,5,,,,,
693.jpg,7,6,,,,,
693.jpg,8,7,,,,,
693.jpg,ALL,N/A,,পঞ্চগড়,পঞ্চগড়,summary,N/A
1121.jpg,1,63,,খুলনা,খুলনা,word,94.38
1121.jpg,2,10,,মেট্রো,মেট্রো,word,90.67
1121.jpg,3,32,,,,,
1121.jpg,4,2,২,,২,number,99.76
1121.jpg,5,3,,,,,
1121.jpg,6,4,,,,,
1121.jpg,7,5,,,,,
1121.jpg,8,6,৬৬,,৬৬,number,50.70
1121.jpg,9,7,,,,,
1121.jpg,ALL,N/A,২,খুলনা,খুলনা ২,summary,N/A
585.jpg,1,54,,,,,
585.jpg,2,25,,,,,
585.jpg,3,8,৬,,৬,number,2.77
585.jpg,4,9,,,,,
585.jpg,5,0,,,,,
585.jpg,6,1,,,,,
585.jpg,7,2,,,,,
585.jpg,8,3,,,,,
585.jpg,ALL,N/A,৬,,৬,summary,N/A
246.jpg,1,49,,,,,
246.jpg,2,10,,,,,
246.jpg,3,13,,,,,
246.jpg,4,1,,,,,
246.jpg,5,1,,,,,
246.jpg,6,8,,,,,
246.jpg,7,9,,,,,
246.jpg,8,0,,,,,
246.jpg,9,2,,,,,
246.jpg,ALL,N/A,,,N/A,summary,N/A
1984.jpg,1,49,,,,,
1984.jpg,2,10,,,,,
1984.jpg,3,18,,,,,
1984.jpg,4,2,,,,,
1984.jpg,5,5,,,,,
1984.jpg,6,1,,,,,
1984.jpg,7,3,,,,,
1984.jpg,8,5,৫,,৫,number,99.99
1984.jpg,9,2,,,,,
1984.jpg,ALL,N/A,৫,,৫,summary,N/A
1999.jpg,1,49,,,,,
1999.jpg,2,10,,,,,
1999.jpg,3,27,,,,,
1999.jpg,4,1,,,,,
1999.jpg,5,3,,,,,
1999.jpg,6,4,,,,,
1999.jpg,7,4,,,,,
1999.jpg,8,2,,,,,
1999.jpg,9,4,,,,,
1999.jpg,ALL,N/A,,,N/A,summary,N/A
95.jpeg,1,98,,টাঙ্গাইল,টাঙ্গাইল,word,85.32
95.jpeg,2,33,,,,,
95.jpeg,3,1,,,,,
95.jpeg,4,1,,,,,
95.jpeg,5,1,১,,১,number,80.99
95.jpeg,6,7,,,,,
95.jpeg,7,6,,,,,
95.jpeg,8,0,,,,,
95.jpeg,ALL,N/A,১,টাঙ্গাইল,টাঙ্গাইল ১,summary,N/A
1811.jpg,1,49,,ঢাকা,ঢাকা,word,58.65
1811.jpg,2,10,,,,,
1811.jpg,3,32,,,,,
1811.jpg,4,1,,,,,
1811.jpg,5,1,,,,,
1811.jpg,6,7,,,,,
1811.jpg,7,9,,,,,
1811.jpg,8,5,,,,,
1811.jpg,9,9,,,,,
1811.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
2140.jpg,1,49,,,,,
2140.jpg,2,10,,,,,
2140.jpg,3,18,,,,,
2140.jpg,4,2,,,,,
2140.jpg,5,5,,,,,
2140.jpg,6,8,,,,,
2140.jpg,7,6,,,,,
2140.jpg,8,2,,,,,
2140.jpg,9,1,,,,,
2140.jpg,ALL,N/A,,,N/A,summary,N/A
1045.jpg,1,97,,সিলেট,সিলেট,word,83.52
1045.jpg,2,26,,,,,
1045.jpg,3,9,,,,,
1045.jpg,4,1,,,,,
1045.jpg,5,0,,,,,
1045.jpg,6,2,,,,,
1045.jpg,7,1,,,,,
1045.jpg,8,9,,,,,
1045.jpg,ALL,N/A,,সিলেট,সিলেট,summary,N/A
Vehicle1214.jpg,1,0,১৭১১৯১,,১৭১১৯১,number,80.17
Vehicle1214.jpg,ALL,N/A,১৭১১৯১,,১৭১১৯১,summary,N/A
Vehicle784.jpg,1,0,,,,,
Vehicle784.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle73.jpg,1,0,১১১৬১৪,জামালপুর,১১১৬১৪,number,99.99
Vehicle73.jpg,ALL,N/A,১১১৬১৪,জামালপুর,জামালপুর ১১১৬১৪,summary,N/A
Vehicle1578.jpg,1,0,১১১৯৬৫,,১১১৯৬৫,number,74.60
Vehicle1578.jpg,ALL,N/A,১১১৯৬৫,,১১১৯৬৫,summary,N/A
Vehicle846.jpg,1,0,১২০০৫,,১২০০৫,number,71.52
Vehicle846.jpg,ALL,N/A,১২০০৫,,১২০০৫,summary,N/A
Vehicle855.jpg,1,0,৩১০০৮০,,৩১০০৮০,number,84.96
Vehicle855.jpg,ALL,N/A,৩১০০৮০,,৩১০০৮০,summary,N/A
Vehicle543.jpg,1,0,১১১৩৮৯,,১১১৩৮৯,number,80.28
Vehicle543.jpg,ALL,N/A,১১১৩৮৯,,১১১৩৮৯,summary,N/A
Vehicle4.jpg,1,0,১২৪২৬৭,,১২৪২৬৭,number,99.95
Vehicle4.jpg,ALL,N/A,১২৪২৬৭,,১২৪২৬৭,summary,N/A
Vehicle986.jpg,1,0,,,,,
Vehicle986.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle319.jpg,1,0,১১১১৪১,,১১১১৪১,number,37.84
Vehicle319.jpg,ALL,N/A,১১১১৪১,,১১১১৪১,summary,N/A
Vehicle81.jpg,1,0,১১৬৭৯৫,গোপালগঞ্জ,১১৬৭৯৫,number,99.96
Vehicle81.jpg,ALL,N/A,১১৬৭৯৫,গোপালগঞ্জ,গোপালগঞ্জ ১১৬৭৯৫,summary,N/A
Vehicle650.jpg,1,0,৯১৮৯৪,ময়মনসিংহ,ময়মনসিংহ,word,93.87
Vehicle650.jpg,ALL,N/A,৯১৮৯৪,ময়মনসিংহ,ময়মনসিংহ ৯১৮৯৪,summary,N/A
Vehicle1130.jpg,1,0,১২৩৪৫,সিলেট,সিলেট,word,99.58
Vehicle1130.jpg,ALL,N/A,১২৩৪৫,সিলেট,সিলেট ১২৩৪৫,summary,N/A
Vehicle1608.jpeg,1,0,৯৪২৫,,৯৪২৫,number,97.84
Vehicle1608.jpeg,ALL,N/A,৯৪২৫,,৯৪২৫,summary,N/A
Vehicle1796.jpeg,1,0,৮১৩৭৫৮,,৮১৩৭৫৮,number,99.85
Vehicle1796.jpeg,ALL,N/A,৮১৩৭৫৮,,৮১৩৭৫৮,summary,N/A
Vehicle260.jpg,1,0,১৫৩৫,,১৫৩৫,number,43.90
Vehicle260.jpg,ALL,N/A,১৫৩৫,,১৫৩৫,summary,N/A
Vehicle1801.jpeg,1,0,১৯৭৭৪৮,,১৯৭৭৪৮,number,55.52
Vehicle1801.jpeg,ALL,N/A,১৯৭৭৪৮,,১৯৭৭৪৮,summary,N/A
Vehicle517.jpg,1,0,৮৭৩,,৮৭৩,number,96.03
Vehicle517.jpg,ALL,N/A,৮৭৩,,৮৭৩,summary,N/A
Vehicle1672.jpg,1,0,,,,,
Vehicle1672.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle850.jpg,1,0,১৯১৪১,,১৯১৪১,number,44.87
Vehicle850.jpg,ALL,N/A,১৯১৪১,,১৯১৪১,summary,N/A
Vehicle1290.jpg,1,0,১৭২৮৯,,১৭২৮৯,number,44.88
Vehicle1290.jpg,ALL,N/A,১৭২৮৯,,১৭২৮৯,summary,N/A
Vehicle1853.jpeg,1,0,১,,১,number,90.51
Vehicle1853.jpeg,ALL,N/A,১,,১,summary,N/A
Vehicle744.jpg,1,0,১২৮২১১,গাইবান্ধা,গাইবান্ধা,word,98.24
Vehicle744.jpg,ALL,N/A,১২৮২১১,গাইবান্ধা,গাইবান্ধা ১২৮২১১,summary,N/A
Vehicle839.jpg,1,0,১২৩৫৪৬,,১২৩৫৪৬,number,99.93
Vehicle839.jpg,ALL,N/A,১২৩৫৪৬,,১২৩৫৪৬,summary,N/A
Vehicle585.jpg,1,0,১১৫০২৫,গোপালগঞ্জ,১১৫০২৫,number,99.45
Vehicle585.jpg,ALL,N/A,১১৫০২৫,গোপালগঞ্জ,গোপালগঞ্জ ১১৫০২৫,summary,N/A
Vehicle286.jpg,1,0,৬১৪১৩৮৬,,৬১৪১৩৮৬,number,30.48
Vehicle286.jpg,ALL,N/A,৬১৪১৩৮৬,,৬১৪১৩৮৬,summary,N/A
Vehicle1369.jpg,1,0,৩০৯,ঢাকা,ঢাকা,word,78.15
Vehicle1369.jpg,ALL,N/A,৩০৯,ঢাকা,ঢাকা ৩০৯,summary,N/A
Vehicle452.jpg,1,0,১১০০৬০,,১১০০৬০,number,99.93
Vehicle452.jpg,ALL,N/A,১১০০৬০,,১১০০৬০,summary,N/A
Vehicle1820.jpeg,1,0,৫৬৩৯,,৫৬৩৯,number,99.96
Vehicle1820.jpeg,2,0,৪১৮২,,৪১৮২,number,91.41
Vehicle1820.jpeg,ALL,N/A,৫৬৩৯,,৫৬৩৯,summary,N/A
Vehicle328.jpg,1,0,,,,,
Vehicle328.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle1739.jpg,1,0,৩৭৫৯,,৩৭৫৯,number,14.48
Vehicle1739.jpg,ALL,N/A,৩৭৫৯,,৩৭৫৯,summary,N/A
Vehicle1826.jpeg,1,0,১৫২৩৬৬,,১৫২৩৬৬,number,67.02
Vehicle1826.jpeg,ALL,N/A,১৫২৩৬৬,,১৫২৩৬৬,summary,N/A
Vehicle1174.jpg,1,0,৩১,,৩১,number,52.36
Vehicle1174.jpg,ALL,N/A,৩১,,৩১,summary,N/A
Vehicle1589.jpg,1,0,,,,,
Vehicle1589.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle463.jpg,1,0,১৯২৫৪২,,১৯২৫৪২,number,47.47
Vehicle463.jpg,ALL,N/A,১৯২৫৪২,,১৯২৫৪২,summary,N/A
Vehicle1809.jpeg,1,0,১১৩৮৯৫,টাঙ্গাইল,১১৩৮৯৫,number,80.19
Vehicle1809.jpeg,ALL,N/A,১১৩৮৯৫,টাঙ্গাইল,টাঙ্গাইল ১১৩৮৯৫,summary,N/A
Vehicle1694.jpg,1,0,১২১৯৬০,,১২১৯৬০,number,45.80
Vehicle1694.jpg,ALL,N/A,১২১৯৬০,,১২১৯৬০,summary,N/A
Vehicle64.jpg,1,0,,,,,
Vehicle64.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle161.jpg,1,0,,,,,
Vehicle161.jpg,2,0,,,,,
Vehicle161.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle590.jpg,1,0,১১৫৪৮২,,১১৫৪৮২,number,99.66
Vehicle590.jpg,ALL,N/A,১১৫৪৮২,,১১৫৪৮২,summary,N/A
Vehicle1695.jpg,1,0,১১০৬৫২,,১১০৬৫২,number,99.99
Vehicle1695.jpg,ALL,N/A,১১০৬৫২,,১১০৬৫২,summary,N/A
Vehicle1717.JPG,1,0,৫৪১০৯৩,মেট্রো,৫৪১০৯৩,number,96.56
Vehicle1717.JPG,ALL,N/A,৫৪১০৯৩,মেট্রো,মেট্রো ৫৪১০৯৩,summary,N/A
Vehicle681.jpg,1,0,,,,,
Vehicle681.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle1730.png,1,0,১২৮৬৯১,,১২৮৬৯১,number,99.99
Vehicle1730.png,2,0,১১৭২৮৮,,১১৭২৮৮,number,99.99
Vehicle1730.png,3,0,১২৭৫৯৪,,১২৭৫৯৪,number,98.44
Vehicle1730.png,ALL,N/A,১২৮৬৯১,,১২৮৬৯১,summary,N/A
Vehicle554.jpg,1,0,৯৮,,৯৮,number,20.77
Vehicle554.jpg,ALL,N/A,৯৮,,৯৮,summary,N/A
Vehicle1038.jpg,1,0,,,,,
Vehicle1038.jpg,ALL,N/A,,,N/A,summary,N/A
Vehicle1758.jpeg,1,0,১৩৫৬৭১,ময়মনসিংহ,১৩৫৬৭১,number,99.82
Vehicle1758.jpeg,ALL,N/A,১৩৫৬৭১,ময়মনসিংহ,ময়মনসিংহ ১৩৫৬৭১,summary,N/A
Vehicle1428.jpg,1,0,১৩১৪০১,কুড়িগ্রাম,১৩১৪০১,number,99.85
Vehicle1428.jpg,ALL,N/A,১৩১৪০১,কুড়িগ্রাম,কুড়িগ্রাম ১৩১৪০১,summary,N/A
Vehicle692.jpg,1,0,২৯৭৩,,২৯৭৩,number,77.83
Vehicle692.jpg,ALL,N/A,২৯৭৩,,২৯৭৩,summary,N/A
Vehicle255.jpg,1,0,১১৬২৯৩,নাটোর,১১৬২৯৩,number,95.59
Vehicle255.jpg,ALL,N/A,১১৬২৯৩,নাটোর,নাটোর ১১৬২৯৩,summary,N/A
Vehicle402.jpg,1,0,১২০৯২৪,,১২০৯২৪,number,99.61
Vehicle402.jpg,2,0,,,,,
Vehicle402.jpg,ALL,N/A,১২০৯২৪,,১২০৯২৪,summary,N/A
Vehicle1892.jpeg,1,0,৩৫২৮৫০,,৩৫২৮৫০,number,99.99
Vehicle1892.jpeg,ALL,N/A,৩৫২৮৫০,,৩৫২৮৫০,summary,N/A
Vehicle405.jpg,1,0,১১৬৩৬,,১১৬৩৬,number,84.55
Vehicle405.jpg,ALL,N/A,১১৬৩৬,,১১৬৩৬,summary,N/A
Vehicle267.jpg,1,0,১১৫২৬২,গোপালগঞ্জ,১১৫২৬২,number,99.89
Vehicle267.jpg,ALL,N/A,১১৫২৬২,গোপালগঞ্জ,গোপালগঞ্জ ১১৫২৬২,summary,N/A
Vehicle579.jpg,1,0,১১২৩০১,,১১২৩০১,number,99.31
Vehicle579.jpg,ALL,N/A,১১২৩০১,,১১২৩০১,summary,N/A
Vehicle869.jpg,1,0,১৩৭১,,১৩৭১,number,33.86
Vehicle869.jpg,ALL,N/A,১৩৭১,,১৩৭১,summary,N/A
Vehicle425.jpg,1,0,১৩০২৪৪,ঠাকুরগাঁও,১৩০২৪৪,number,92.35
Vehicle425.jpg,ALL,N/A,১৩০২৪৪,ঠাকুরগাঁও,ঠাকুরগাঁও ১৩০২৪৪,summary,N/A
Vehicle13.jpg,1,0,২০৫,,২০৫,number,47.09
Vehicle13.jpg,ALL,N/A,২০৫,,২০৫,summary,N/A
Vehicle549.jpg,1,0,১১,,১১,number,96.54
Vehicle549.jpg,ALL,N/A,১১,,১১,summary,N/A
Vehicle772.jpg,1,0,৮১২২,মেট্রো,মেট্রো,word,94.11
Vehicle772.jpg,ALL,N/A,৮১২২,মেট্রো,মেট্রো ৮১২২,summary,N/A
Vehicle444.jpg,1,0,১৪৫৪৭৯,ময়মনসিংহ,১৪৫৪৭৯,number,95.52
Vehicle444.jpg,ALL,N/A,১৪৫৪৭৯,ময়মনসিংহ,ময়মনসিংহ ১৪৫৪৭৯,summary,N/A
Vehicle109.jpg,1,0,৮০৬,,৮০৬,number,77.26
Vehicle109.jpg,ALL,N/A,৮০৬,,৮০৬,summary,N/A
Vehicle1632.jpg,1,0,,,,,
Vehicle1632.jpg,ALL,N/A,,,N/A,summary,N/A
